address,phone,price,store,title,url
"Carrick House, Royal Wharf, London, E16",020 8115 9213,"£449,999 ",Johns & Co - Royal Wharf,1 bedroom apartment for sale,https://www.onthemarket.com/details/10029605/
"Fryatt Lodge, 64 Brooklands Road, Essex, RM7 7EB",020 8033 0374,"£250,000 ",Bidx1 - London,3 bedroom detached house for sale,https://www.onthemarket.com/details/10499074/
"Hamilton Terrace, London, NW8",020 8022 7376,"£7,250,000 ",Knight Frank - St John's Wood,5 bedroom house for sale,https://www.onthemarket.com/details/10499063/
"4 Bed Detached, Wembley Park, Middlesex, HA9",020 8033 4985,"£1,000,000 ",Charles Russell Estate Agents - Harrow,4 bedroom detached house for sale,https://www.onthemarket.com/details/9768935/
"Hamilton Terrace, London, NW8",020 8022 7376,"£7,250,000 ",Knight Frank - St John's Wood,5 bedroom house for sale,https://www.onthemarket.com/details/10499063/
"65, Lancaster Road, Northolt, Ealing Borough UB5 4TD",020 8033 2576,"£475,000 ",EweMove Sales & Lettings - Greenford,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499060/
"Browning Road, Bushwood",020 8022 6698,"£499,500 ",haart Estate Agents - Leytonstone,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10336039/
Bullsmoor Way Waltham Cross EN8 8HN,020 3641 2097,"£459,995 ",Norman J Shepherd and Co - Cheshunt,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10499052/
"Plot 88, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£424,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499046/
"Plot 83, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£421,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499042/
"Plot 78, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£415,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499035/
"Plot 55, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£403,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499028/
"Plot 49, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£389,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499020/
"Plot 47, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£400,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499013/
"Plot 33, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£383,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499008/
"Plot valley-house-1bed-portals-june at Valley House SO, 445 Woolwich Road SE7",020 3641 0159,"£93,750 ",Peabody - Valley House SO,1 bedroom flat for sale,https://www.onthemarket.com/details/10499007/
"Plot valley-house-2bed-portals-june at Valley House SO, 445 Woolwich Road SE7",020 3641 0159,"£120,125 ",Peabody - Valley House SO,2 bedroom flat for sale,https://www.onthemarket.com/details/10499006/
"Plot valley-house-3bed-portals-june at Valley House SO, 445 Woolwich Road SE7",020 3641 0159,"£161,750 ",Peabody - Valley House SO,3 bedroom flat for sale,https://www.onthemarket.com/details/10499005/
"Plot 31, Help to Buy - 1 bedroom apartments at Williamson Heights, South Way HA9",020 3641 2379,"£394,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10499001/
"Plot valley-house-oms-2bed-portals-june at Valley House OMS, Gallions Road SE7",020 3544 0846,"£532,000 ",Peabody - Valley House OMS,2 bedroom flat for sale,https://www.onthemarket.com/details/10498992/
"Westbourne Terrace, Paddington, London, W2",020 8022 1848,"£670,000 ",BARNES International - South Kensington,1 bedroom apartment for sale,https://www.onthemarket.com/details/10251260/
"Plot river-gardens-1bed-full-value-01june at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,1 bedroom flat for sale,https://www.onthemarket.com/details/10498983/
"Plot river-gardens-3bed-full-value-01june at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,3 bedroom flat for sale,https://www.onthemarket.com/details/10498984/
"Plot river-gardens-2bed-01june at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,2 bedroom flat for sale,https://www.onthemarket.com/details/10498982/
"Plot river-gardens-2bed-full-value-01june at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,2 bedroom flat for sale,https://www.onthemarket.com/details/10498981/
"Plot river-gardens-1bed-portals-01June at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,1 bedroom flat for sale,https://www.onthemarket.com/details/10498980/
"Plot river-gardens-3bed-portals-01June at The River Gardens SO, The RIver Gardens, Greenwich Wharf SE10",020 3641 5925, ,Peabody - The River Gardens SO,3 bedroom flat for sale,https://www.onthemarket.com/details/10498979/
"Battersea High Street, Battersea",020 8033 2487,"£325,000 ",Kinleigh Folkard & Hayward - Battersea Park Sales,1 bedroom flat for sale,https://www.onthemarket.com/details/10324438/
"Maddox street, Mayfair, London",020 8115 0621,"£1,300,000 ",Global House Estates - Elephant & Castle,1 bedroom flat for sale,https://www.onthemarket.com/details/8515331/
"Thalia House, 4 Thunderer Walk, Woolwich, SE18",020 3544 5717,"£375,000 ",Ernest-Brooks International - Marsh Wall,1 bedroom apartment for sale,https://www.onthemarket.com/details/10169789/
"St. Aidans Road,  London, SE22",020 8115 0815,"£1,200,000 ",Truepenny's Property Consultants - East Dulwich,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10498956/
"Mount Pleasant, Biggin Hill",01959 458966,"£450,000 ",haart Estate Agents - Biggin Hill,5 bedroom detached house for sale,https://www.onthemarket.com/details/10426781/
"Knightley Walk, London SW18 1HB",020 3544 0722,"£600,000 ",EweMove Sales & Lettings - Putney,2 bedroom flat for sale,https://www.onthemarket.com/details/10498950/
"Plot 104, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£590,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498945/
"Angel Way, Romford, RM1",020 8115 7596,"£220,000 ",99home - Wembley,2 bedroom flat for sale,https://www.onthemarket.com/details/10498943/
"Burlington Gardens, Acton",020 8033 2490,"£525,000 ",Kinleigh Folkard & Hayward - Acton Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10498939/
"Plot 100, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£580,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498936/
"Curzon Avenue , EN3",020 3641 3750,"£350,000 ",Two Six Homes - Palmers Green,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10475457/
"Camden Hill Road, Crystal Palace",020 8033 2470,"£800,000 ",Kinleigh Folkard & Hayward - Crystal Palace Sales,3 bedroom maisonette for sale,https://www.onthemarket.com/details/10498934/
"Plot 99, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£535,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498928/
"Lyon Park Avenue, HA0",020 3641 8982,"£750,000 ",Glenmore - Wembley,7 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10498927/
"Star Street, London, W2",020 8022 7022,"£1,750,000 ",Knight Frank - Hyde Park,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10279005/
"Plot 94, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£580,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498924/
"Plot 91, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£520,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498919/
"Staplehurst Road, Hither Green SE13 5NB",020 8022 8990,"£225,000 ",EweMove Sales & Lettings - Lewisham,1 bedroom ground floor flat for sale,https://www.onthemarket.com/details/10498918/
"Plot 59, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£540,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498871/
"cleveland square, London, W2",020 8115 7596,"£2,000,000 ",99home - Wembley,4 bedroom flat for sale,https://www.onthemarket.com/details/10377723/
"Plot 56, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£540,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498861/
"Langham Road, Turnpike Lane, London, N15",020 8033 9845,"£840,000 ",Paul Simon - Harringay,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498840/
"Upper Richmond Road, SW15",020 8022 6823,"£525,000 ",Douglas & Gordon - West Putney,1 bedroom flat for sale,https://www.onthemarket.com/details/9872327/
Nelgarde Road SE6,020 8115 1544,"£550,000 ",home2u - Lewisham,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498821/
"6 Gresham Place, London",020 3544 5257,"£415,000 ",Moveli - London,1 bedroom flat for sale,https://www.onthemarket.com/details/10269399/
Nelgarde Road SE6,020 8115 1544,"£550,000 ",home2u - Lewisham,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498821/
"Barton House, Bow Road, Bow",020 3641 5557,"£395,000 ",Wignalls Estate Agents - Edmonton,3 bedroom apartment for sale,https://www.onthemarket.com/details/10498815/
"Brackendale Gardens, Upminster RM14",01708 954839,"£725,000 ",Mark Bowyer Estate Agents - Upminster,4 bedroom semi-detached bungalow for sale,https://www.onthemarket.com/details/10170534/
"Lyon Park Avenue, HA0",020 3641 8982,"£975,000 ",Glenmore - Wembley,8 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10498812/
"Bascombe Grove, Crayford DA1 3RL",01274 067740,"£650,000 ",EweMove Sales & Lettings - Bexleyheath,4 bedroom detached house for sale,https://www.onthemarket.com/details/10498804/
"Redford Close, Feltham",020 3641 5383,"£269,950 ",Sherwoods Independent Estate Agents - Bedfont,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498797/
"Plot 53, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£535,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498796/
"Franche Court Road, Earlsfield",020 8022 6566,"£1,125,000 ",Kinleigh Folkard & Hayward - Earlsfield Sales,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10498795/
"Plot 43, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£470,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498787/
"Plot 42, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£480,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498774/
"Haydon Park Road, Wimbledon, SW19",020 8033 9596,"£945,000 ",Robert Holmes & Company - Wimbledon Village Sales,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10330225/
"Windmill Road, Wimbledon Common, SW19",020 8033 9596,"£2,500,000 ",Robert Holmes & Company - Wimbledon Village Sales,4 bedroom detached house for sale,https://www.onthemarket.com/details/10498770/
"Spindrift Avenue, London",020 8022 7339,"£825,000 ",Chestertons - Canary Wharf,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498760/
"Ontario Tower, 4 Fairmont Avenue, London",020 8022 7339,"£315,000 ",Chestertons - Canary Wharf,Studio for sale,https://www.onthemarket.com/details/8692755/
"Stafford Close, Oakwood,  N14",020 3589 2848,"£340,000 ",Mantlestates - East Barnet,1 bedroom flat for sale,https://www.onthemarket.com/details/8606323/
Tressillian Road Brockley SE4,020 3641 6753,"£575,000 ",Peter James Estate Agents - Brockley,2 bedroom flat for sale,https://www.onthemarket.com/details/10498755/
"Manor Road, Stoke Newington",020 8022 7245,"£2,000,000 ",Chestertons - Islington,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10498752/
"Mortimer Road, De Beauvoir, Hackney, London",020 8022 7245,"£1,600,000 ",Chestertons - Islington,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10312643/
"Plot 35, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£465,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498751/
"Dolphin House, Smugglers Way, London",020 8022 6223,"£700,000 ",Chestertons - Wandsworth,2 bedroom flat for sale,https://www.onthemarket.com/details/10498749/
"Acris Street, Wandsworth, London",020 8022 6223,"£695,000 ",Chestertons - Wandsworth,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10416136/
"Plot 34, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£475,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498745/
"Narrow Street, London, E14",020 8022 7340,"£650,000 ","Knight Frank - Canary Wharf, Aldgate & Wapping",2 bedroom flat for sale,https://www.onthemarket.com/details/10409846/
"The Fairway, Mill Hill, NW7",020 3641 9663,"£350,000 ",Property Sisters - Mill Hill,2 bedroom flat for sale,https://www.onthemarket.com/details/9942856/
"Eccleston Square, Pimlico, London",020 8022 7380,"£1,600,000 ",Chestertons - Westminster,2 bedroom flat for sale,https://www.onthemarket.com/details/10498737/
"Deepwell Close, Isleworth, Middlesex",020 8022 7054,"£475,000 ",Chestertons - Kew & Richmond,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10498736/
"Belgrave Road, London",020 8022 7380,"£475,000 ",Chestertons - Westminster,Studio for sale,https://www.onthemarket.com/details/6916955/
"Burntwood Lane, Earlsfield",020 8022 6566,"£400,000 ",Kinleigh Folkard & Hayward - Earlsfield Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10408824/
"Franche Court Road, Earlsfield",020 8022 6566,"£965,000 ",Kinleigh Folkard & Hayward - Earlsfield Sales,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10468445/
"Barry Road, East Dulwich",020 8033 2466,"£800,000 ",Kinleigh Folkard & Hayward - East Dulwich Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10498733/
"Aspinall Road, Brockley",020 8033 2481,"£550,000 ",Kinleigh Folkard & Hayward - Brockley Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10474527/
"Widmore Road, Bromley",020 8033 2480,"£1,300,000 ",Kinleigh Folkard & Hayward - Bromley Sales,5 bedroom detached house for sale,https://www.onthemarket.com/details/10498729/
"Trinity Road, SW17",020 8022 6752,"£500,000 ",Douglas & Gordon - Balham,2 bedroom flat for sale,https://www.onthemarket.com/details/10335577/
"Argent House, Beaufort Park, Colindale",020 7768 0085,"£580,000 ",Chestertons - New Homes,2 bedroom flat for sale,https://www.onthemarket.com/details/4589043/
"Upper Park Road, London, NW3",020 8022 6175,"£899,000 ",Knight Frank - Belsize Park,3 bedroom flat for sale,https://www.onthemarket.com/details/9125291/
Brightside Road London SE13,020 8022 6840,"£649,995 ",Acorn - Lewisham,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10498707/
"Rollason Way, Brentwood, Essex, CM14",01277 298745,"£240,000 ",Beresfords - Brentwood,1 bedroom apartment for sale,https://www.onthemarket.com/details/8897425/
"Longheath Gardens, Croydon",020 8022 6763,"£260,000 ",haart Estate Agents - Croydon,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10498692/
"The Hydra Building, 10 Hardwick Street, London, EC1R",020 8022 7427,"£725,000 ",Knight Frank - Islington,2 bedroom flat for sale,https://www.onthemarket.com/details/9326923/
"Elbe Street, Fulham, London",020 8115 0621,"£370,000 ",Global House Estates - Elephant & Castle,1 bedroom flat for sale,https://www.onthemarket.com/details/9604874/
"Plot 24, Shared Ownership - 2 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£475,000 ",Site Sales - Williamson Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498674/
"Foxley Road, London SW9",020 8033 5475,"£325,000 ",ludlowthompson - Kennington/Oval,Studio for sale,https://www.onthemarket.com/details/9915984/
"Bridge House Quay, Jamestown Harbour, Canary Wharf, E14",020 3544 5717,"£550,000 ",Ernest-Brooks International - Marsh Wall,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498670/
"Bruce Castle Road, London, N17",020 8022 6832,"£640,000 ",Winkworth - Harringay,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498667/
"Clayton Street, London SE11",020 8033 5475,"£325,000 ",ludlowthompson - Kennington/Oval,1 bedroom flat for sale,https://www.onthemarket.com/details/10152451/
"Bathurst Square, London, N15",020 8033 9845,"£470,000 ",Paul Simon - Harringay,2 bedroom apartment for sale,https://www.onthemarket.com/details/10444442/
"Plot 88, Shared Ownership - 1 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£424,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498653/
"Wells View Drive, Bromley",020 8033 2480,"£340,000 ",Kinleigh Folkard & Hayward - Bromley Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10500326/
"South Island Place, London SW9",020 8033 5475,"£359,000 ",ludlowthompson - Kennington/Oval,1 bedroom flat for sale,https://www.onthemarket.com/details/10196705/
"Ramsden Road, London",020 3641 6263,"£699,995 ",Austin Chambers & Co - North Finchley,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10498648/
"Plot 83, Shared Ownership - 1 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£421,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498642/
"Plot 78, Shared Ownership - 1 bedroom apartment at Williamson Heights, South Way HA9",020 3641 2379,"£415,000 ",Site Sales - Williamson Heights,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498640/
"Bexley Road, Erith, Kent",01322 584645,"£465,000 ",Wards - Barnehurst,4 bedroom detached house for sale,https://www.onthemarket.com/details/10135401/
"Langton Road, West Molesey",020 3641 1534,"£795,000 ",Newton Huxley - Surrey,3 bedroom detached house for sale,https://www.onthemarket.com/details/10498632/
Eltham Road Lee SE12,020 8022 6844,"£355,000 ",John Payne - Lee,2 bedroom flat for sale,https://www.onthemarket.com/details/10498631/
"The Odeon, Longbridge Road, Barking, IG11",020 8115 3148,"£230,000 ",Hunters - Chadwell Heath,1 bedroom flat for sale,https://www.onthemarket.com/details/10259816/
"Oberstein Road, Battersea",020 8033 2488,"£500,000 ",Kinleigh Folkard & Hayward - Battersea Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10498629/
"Letchworth Close, Bromley",020 8033 2480,"£550,000 ",Kinleigh Folkard & Hayward - Bromley Sales,3 bedroom bungalow for sale,https://www.onthemarket.com/details/10498628/
"Constance Crescent, Hayes",020 8022 6662,"£600,000 ",Kinleigh Folkard & Hayward - Hayes,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10424752/
"Fernwood Avenue, Streatham",020 8033 2445,"£415,000 ",Kinleigh Folkard & Hayward - Streatham Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10498627/
"Victoria Road, Queens Park",020 8033 2439,"£485,000 ",Kinleigh Folkard & Hayward - West Hampstead Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/9978773/
"Felbridge Court, High Street, Feltham, TW13",020 8022 6531,"£145,000 ",The Frost Partnership - Feltham,1 bedroom flat for sale,https://www.onthemarket.com/details/10498602/
"St. Marks Court, Lower Boston Road, London, W7",020 8115 0668,"£104,000 ",Agent & Homes - Notting Hill,Studio for sale,https://www.onthemarket.com/details/10498500/
"St Vincents Lane, Mill Hill Village",020 8022 6579,"£410,000 ",Godfrey & Barr - Mill Hill,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498457/
"Trafford Road, Thornton Heath, CR7",020 8033 7452,"£400,000 ",Townends Estate Agents - Thornton Heath,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10397321/
"Eastbourne Mews, Bayswater, London, W2",020 8033 3513,"£2,375,000 ",Russell Simpson - Kensington and Notting Hill,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498439/
"Cossall Walk, Peckham, SE15",020 3641 6262,"£275,000 ",Beresford Residential - Camberwell,1 bedroom flat for sale,https://www.onthemarket.com/details/10285366/
"Talbot Court, Blackbird Hill, London, NW9",020 8022 5447,"£238,000 ",Smith Melzack,2 bedroom flat for sale,https://www.onthemarket.com/details/9850696/
"Harrow, HA1",020 8115 1657,"£539,950 ",London Properties - Wealdstone,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9738219/
"Ralph Court, Queensway, London, W2",020 8022 7022,"£1,150,000 ",Knight Frank - Hyde Park,2 bedroom flat for sale,https://www.onthemarket.com/details/10498417/
"Brocket Way, Hainault, Essex, IG7",01277 576084,"£425,000 ",Keller Williams Plus - Essex,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10498416/
"Elsenham Street, Southfields, London",020 8022 2586,"£695,000 ",Wigmore Jones - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/9998558/
"St. Marks Court, Lower Boston Road, London, W7",020 8115 0668,"£260,000 ",Agent & Homes - Notting Hill,Studio for sale,https://www.onthemarket.com/details/10498401/
"Manor Way, London",020 8033 5981,"£650,000 ",Douglas Allen - Chingford,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10475067/
"Fairholt Road, London, N16",020 3641 8886,"£450,000 ",JBrown - International,2 bedroom flat for sale,https://www.onthemarket.com/details/10332094/
"Grosvenor Hill, Mayfair, London, W1K",020 8022 7334,"£5,750,000 ",Knight Frank - Mayfair,3 bedroom flat for sale,https://www.onthemarket.com/details/9822624/
"Hornsey Rise Gardens, Crouch End",020 8022 7123,"£900,000 ",Kinleigh Folkard & Hayward - Crouch End Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10498379/
"Latchmere Road, Battersea",020 8033 2487,"£450,000 ",Kinleigh Folkard & Hayward - Battersea Park Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10498377/
"South Island Place, Stockwell",020 8033 2458,"£625,000 ",Kinleigh Folkard & Hayward - Kennington Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10212147/
"Windsor Avenue, Hillingdon, UB10",01895 754915,"£536,000 ",Orchard Property Services - Ickenham,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10498372/
"Miles House, Stanley Kubrick Road, Denham",01895 754505,"£415,000 ",Carter Duthie - Denham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498363/
"Landmark Place, Moorfield Road, Denham",01895 754505,"£300,000 ",Carter Duthie - Denham,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498360/
"Station Parade, Denham",01895 754505,"£300,000 ",Carter Duthie - Denham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498359/
"Crispin Way, Hillingdon",01895 754505,"£300,000 ",Carter Duthie - Denham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498358/
"North Orbital Road, Denham",01895 754505,"£275,000 ",Carter Duthie - Denham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10498357/
"Wyatts Covert, Denham",01895 754505,"£235,000 ",Carter Duthie - Denham,2 bedroom park home for sale,https://www.onthemarket.com/details/10498354/
"Belmont Racing Stabes, Mill Hill Hill Village",020 8022 6579,"£875,000 ",Godfrey & Barr - Mill Hill,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10498341/
"St. James's Avenue, Hampton Hill, TW12",020 8022 6564,"£1,125,000 ",Jackson-Stops - Teddington,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10147355/
"Reservoir Way, Hainault, Essex",020 8115 8649,"£270,000 ",Douglas Allen - Barkingside,1 bedroom ground floor flat for sale,https://www.onthemarket.com/details/8296344/
"Bramah House, Pimlico, London, SW1W",020 8022 6372,"£1,470,000 ",RE/MAX Central - Westminster,2 bedroom apartment for sale,https://www.onthemarket.com/details/9916922/
"Sutherland Avenue, Maida Vale, W9",020 8022 6888,"£695,000 ",Jonathan Arron Residential - St Johns Wood,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498325/
Southall,020 8022 6722,"£500,000 ",haart Estate Agents - Greenford,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10498317/
"The Bouchon, Silk District, E1",020 8022 7133,"£445,000 ","JLL - London, New Homes",Studio for sale,https://www.onthemarket.com/details/9174624/
Trident House,01895 754927,"£240,000 ",Link Up - Hillingdon,1 bedroom apartment for sale,https://www.onthemarket.com/details/10498283/
Forest Hill Road East Dulwich SE22,020 8022 6685,"£415,000 ",Acorn - Dulwich,1 bedroom flat for sale,https://www.onthemarket.com/details/10278862/
